R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32,R33,R34,R35,R36,R37,R38,R39,R40,R41,R42,R43,R44,R45,R46,R47,R48,R49,R50,R51
-0.0224215,,-0.0472542,,,-0.012028869,-0.0127479,0.011457,-0.0051643,0.00305516,-0.0654985,0.01539025,0.010121951,0,0.001512,-0.0282735,0.013094,-0.0208099,-0.03582,0.0229682,-0.012099,0,-0.0148583,0.03311258,-0.01089,-0.012016,-0.0112676,-0.0473251,-0.005552,0.01114946,0.002358,0.0025869,-0.0227774,-0.0339836,-0.0951557,-0.0483696,0.002015,-0.0358209,-0.0221037,-0.0364742,0.00915751,-0.0036616,-0.0137331,-0.021875,-0.014122,0.010118,-0.013157895,0.04790419,-0.0296703,-0.01232,
-0.0454893,,-0.0473637,,,-0.024350649,0.01061693,-0.00162,0.0160453,0.00121,0.03482143,0.03392277,0.014668598,-0.0050146,0.033208,0.02217982,0.013265,0.00954003,0.037152,-0.0039724,0.00966292,-0.0404762,-0.0025799,0.02211538,-0.0005,0.02027027,0.01424501,-0.0518359,0.01921579,0.02205303,0.009412,0.00951459,-0.0007519,0.01042345,0.05200765,0.08366648,0.006155,0.0371517,-0.0140296,-0.0473186,0.00181488,0.00412637,0.0310977,-0.0078807,0.00243243,0.008958,-0.016981132,0.10285714,0.12231031,-0.01232,
-0.0032038,,-0.0473734,,,-0.014309484,-0.023992,0.010032,-0.0116117,-0.001917,0.0064711,-0.1085515,0.034802784,-0.0021,-0.04054,-0.0061129,0.045989,-0.0086061,-0.01791,-0.0079764,-0.0137992,0.03473945,-0.0262634,-0.0164628,0.024871,0.01456954,-0.011882,-0.047836,-0.0025478,-0.0097483,-0.0676,0.01405751,0.00150489,-0.0135397,0.02817157,-0.0144928,0.015498,-0.0179104,0.03794466,-0.0470199,0.00905797,0.02067548,-0.0367995,-0.0137398,-0.0212726,-0.02704,-0.007037748,-0.119171,-0.0928355,-0.01232,
0.01004419,,-0.0487445,,,0.003544902,0.02036364,-0.00127,0.01503759,0.01043841,-0.0017145,-0.0054816,-0.028400598,0.03661616,-0.00419,0.00633833,0.010591,0.02506383,0.030395,0.01380877,0.02121417,0.01199041,0.00612996,0.01697752,-0.01336,0.0156658,0.02851295,-0.0143541,0.01404853,0.02203603,0.0625,-0.0028355,0.00225394,0.02026144,0.05356196,0.01811497,-0.00161,0.03039514,0.05407464,-0.04795,0.00359066,-0.0061022,0.01881061,0.01436657,0.01925567,0.02696,-0.007989691,0.04705882,-0.1101224,-0.01232,
-0.005171,,-0.0460663,,,-0.016190076,-0.0121169,0.012195,0.01111111,-0.0042769,-0.0210391,0.00433071,-0.043786982,-0.0410069,0.00841,-0.0249603,-0.03147,0.00792893,-0.10324,0.01206897,-0.0043757,0.01421801,-0.0056864,0.00728897,0.026907,-0.0128535,-0.0199005,-0.0436893,-0.0176322,-0.036802,0.009412,0.00979463,-0.0044978,-0.0281871,0.06442953,-0.052984,0.005229,-0.1032448,0.03973988,-0.0467153,0.00178891,-0.0303184,-0.009289,0.00128755,-0.0021622,-0.00695,-0.019550533,0.03370787,0.06625,-0.01232,
-0.0051979,,-0.1030928,,,0.008762556,-0.0256854,-0.07727,-0.0192308,0.01674517,0.00877193,-0.0356723,-0.034096535,-0.0099492,-0.02464,-0.0047371,-0.0901,-0.0197694,0,-0.0008518,-0.0233508,-0.0116822,-0.0230801,-0.0196078,0.009484,-0.0026042,-0.0101523,-0.0812183,-0.0170513,-0.0019829,-0.0676,-0.0107947,0.00075301,-0.0507581,-0.057377,-0.0446478,-0.03962,0,-0.0465601,-0.0474732,0.00892857,-0.0144256,-0.0126172,-0.0167167,-0.0103738,-0.02554,-0.002583637,0.1576087,0.07854631,-0.01232,
-0.0148714,,0.02903811,,,-0.035677966,-0.0121445,-0.00776,0.00560224,0.0044898,0.02,0.07764228,-0.01588827,0.00192431,0.03459,-0.0051442,0.017783,0.01441176,0.026316,0.01807332,0.01704545,0.02600473,-0.0006272,-0.0190476,0.00621,-0.0059399,-0.0017094,-0.019337,-0.0256945,-0.0343171,0.05,-0.0101218,-0.0109105,-0.0348611,0.16220736,0.01596517,-0.0125,0.02631579,0.02040816,-0.0474277,0.01061947,0.00755017,-0.0376319,0.01089799,0.00076635,-0.01669,-0.028825717,-0.0469484,0.05,-0.01232,
-0.000816,,0.03586126,,,0.049828632,-0.0082459,0.002236,-0.0241411,0.01584722,0.02173913,0.07883817,0.011652887,-0.0162185,-0.04545,0.0094718,-0.04835,-0.0125502,0.012821,0.01741752,-0.0055866,-0.0069124,-0.0083682,0.02912621,-0.02136,0.00728873,-0.0069349,0.01408451,-0.0151272,-0.0300752,0.045238,0.00974597,0.01027006,0.00446107,-0.0158273,7.14E-05,-0.01224,0.01282051,0.03785714,-0.0472574,0.00875657,-0.0074279,0.02034353,0.00043122,-0.0198277,-0.00764,-0.00697579,-0.044335,0.03830228,-0.01232,
-0.0004083,,-0.0039728,,,-0.033149171,-0.0098262,0.015344,-0.0304472,-0.008,-0.0329579,0.00524476,-0.014671815,-0.0008677,-0.08855,-0.0151755,-0.00294,-0.0083893,-0.02848,-0.0123457,0.0047191,1.05104408,-0.0280591,-0.0268868,0.03121,0.00645372,-0.0182487,-0.125,0.00312627,0.01568006,-0.00456,-0.0031646,0.00075301,0.00852436,0.12865497,0.01121348,0.007774,-0.028481,-0.053682,-0.0469442,0.00694444,0.0397351,-0.0069245,0.00150862,0.00837054,-0.02558,0.003856749,-0.0463918,-0.0089731,-0.01232,
0.02287582,,0.01310541,,,0.016450216,0.03801527,0.004838,-0.0009814,0.02580645,0.00733391,-0.1029565,-0.004245037,0.03056882,0.008636,0.01103442,-0.02612,0.01184433,0.042345,0.01633333,0.00402594,-0.0441176,0.00412416,-0.0143804,0.006586,0.00265561,0.01867572,0.15238095,0.04173442,0.00588378,0.004577,0.02539683,0.00300978,0.01257192,-0.009456,0.02274333,-0.00432,0.04234528,-0.0036364,-0.0473978,0.00172414,-0.0081529,0.03318105,0.00946847,0.01964582,0.002546,0.005762898,-0.0432432,0.05734406,-0.01232,
-0.0279553,,-0.0292463,,,-0.047913118,-0.0808942,-0.02679,-0.0378193,-0.0275157,-0.0321199,-0.065917,0.000655867,-0.0435662,-0.03853,-0.0293283,-0.03448,-0.0051003,-0.0625,-0.0501804,-0.0715081,-0.0532544,-0.0142672,-0.0408197,-0.04066,-0.0228036,-0.0373563,-0.1322314,-0.0828564,-0.0551344,0.093394,-0.0526316,0.01162791,-0.0284792,-0.0231463,-0.0535912,-0.05747,-0.0625,-0.0613139,-0.0468293,0.01204819,-0.030375,-0.0767978,-0.0198252,-0.0203528,0.030035,-0.004092769,-0.0451977,0.03330162,-0.01232,
-0.0230074,,0.03012746,,,-0.060612838,-0.0134422,-0.04974,-0.0449209,-0.0439774,0.00752212,-0.0543794,0.011994494,-0.00837,0.009795,-0.0004458,0.005159,-0.0293302,-0.04667,-0.0504144,-0.018714,-0.0075,-0.0160088,0.0203384,-0.00276,-0.0503074,-0.0268657,0.04126984,-0.0206354,-0.0179588,0.015625,-0.023366,-0.0359659,-0.0105415,0.00160643,-0.0251022,-0.02033,-0.0466667,-0.0163297,-0.0470829,-0.047619,-0.002583,-0.0110915,-0.054589,-0.0421053,-0.10567,0.002739726,-0.0236686,0.01473297,-0.01232,
-0.0222876,,-0.0455568,,,0.052380952,0.03487429,-0.01731,0.05505077,-0.0127685,-0.0496267,0.02502195,-0.015544041,-0.0626388,0.038801,-0.0089197,-0.03474,-0.038961,0.048951,0.05454545,0.0706357,-0.0151134,-0.0064631,-0.0283082,0.044781,-0.0201169,0.02576687,0.05182927,0.05394251,0.04668451,-0.13846,-0.0189058,-0.0076923,0.07632808,0.03575247,-0.0419162,0.028124,0.04895105,-0.0158103,-0.047261,0.01964286,-0.0039841,0.02498088,-0.0138026,0.00318103,0.04192,-0.032786885,0.07272727,0.04174229,-0.01232,
0.05290323,,-0.1337655,,,0.048868778,0.05015674,0.011865,0.02330294,0.05995717,0.01524954,-0.0102784,0.013157895,0.13744076,-0.05178,0.0126,0.063415,0.01351351,0.023333,0.0137931,0.02765535,0,-0.021983,0.0324944,0.029458,0.06769908,0.0430622,0.05217391,0.04286892,0.0625,0.045238,0.06991814,0.03100775,0.01084746,0.01761404,0.0003125,0.049327,0.02333333,0.02891566,-0.0473506,0.01576182,0.02513333,0.07311614,0.04991836,0.00893629,0.058115,0.001624294,-0.0338983,0.00696864,-0.01232,
0.02736928,,0.0170068,,,0.056125971,0.03104478,0.083393,0.03762376,0.01010101,-0.0186618,0.02120294,0.027402597,0.056375,0.022381,0.01362828,0.046134,-0.0008889,0.039088,0.02040816,0.07051111,0.00127877,-0.008945,-0.0282995,0.043149,0.01403859,0.04002294,0.0523416,0.05243742,0.05815508,0.070615,0.01673573,-0.0003759,-0.0345741,0.02586863,0.00999688,0.032051,0.03908795,0.04605777,-0.0473373,0.00344828,-0.0356376,0.05932793,0.01910687,0.01942857,0.047681,-0.003031799,-0.122807,-0.0346021,-0.01232,
-0.0170974,,0.05217391,,,-0.031085331,0.00579039,-0.02314,0.01335878,-0.0108,-0.0347866,-0.0334746,-0.021741878,0.02177257,-0.0359,-0.0159295,-0.03493,0.00355872,-0.04389,-0.017,-0.0090092,-0.0038314,-0.0025457,-0.0515464,-0.01597,-0.0276229,-0.003749,0.04712042,-0.0098272,0.04042956,-0.04255,-0.0500078,-0.0052651,-0.0968773,-0.0234858,0.02072379,-0.00952,-0.0438871,-0.0298507,-0.047205,-0.0171821,-0.0127453,-0.0129075,-0.0350992,-0.0022141,0.001234,-0.059405941,0.04,-0.0501792,-0.01232,
-0.0008091,,0.05657978,,,0.028667791,-0.0070524,-0.01777,-0.0188324,-0.0222402,0.05141759,0.00832968,-0.019253133,0.01138776,-0.00272,0.029652,-0.06667,-0.0026596,0.006557,0.01051204,0.01751189,-0.0102564,-0.0113689,-0.0742754,-0.0236,0.01214575,-0.0185944,-0.005,0.02105064,0.00789314,0.061111,0.01320132,-0.0298677,0,-0.001519,0,-0.01338,0.00655738,-0.0230769,-0.0469361,0.00174825,0,-0.0005541,-0.0162675,-0.0188478,0.034769,-0.021654135,0.00641026,-0.0481132,-0.01232,
-0.0323887,,0.0709988,,,-0.031065574,-0.0163792,-0.02448,-0.0057582,-0.0483871,0.03290676,-0.0252174,-0.032411067,-0.0053435,0.07286,0,0.023673,-0.0135556,-0.03909,0.03338926,0.00874936,-0.0414508,-0.0096222,0.01536204,-0.05755,-0.0066667,-0.0007612,0.04773869,0.01888311,-0.0060241,0.005236,-0.0358306,-0.0296181,0.03076923,0.0015213,0.01515152,-0.02055,-0.0390879,0.02362205,-0.0465116,-0.04363,-0.0362705,-0.0190709,-0.043638,-0.0116662,-0.01501,0.020596373,0.05095541,0.02576809,-0.01232,
-0.0719665,,0.02977528,,,0.056594197,0.00132626,0.052364,-0.0101351,-0.0004346,-0.0477876,-0.0401427,0.028050109,0.01688411,-0.06621,-0.0192308,0.038676,0.00067583,0.016949,-0.038805,-0.0408061,-0.0027027,-0.0130332,0.04076323,0.041834,-0.0201342,0.00166474,0.05035971,0.00832473,0.03030303,-0.1,0.00202703,0.02409639,-0.0164179,-0.0025316,-0.0530597,0.023145,0.01694915,-0.0076923,-0.0473458,0.02189781,0.00077964,0.03006669,0.01440922,0.00658991,0.040323,0.021084337,0.04848485,0.0821256,-0.01232,
0.12714157,,-0.1052919,,,0.020816653,0.0419426,-0.03248,0.02974159,0.01652174,0.08271375,0.1802974,0.035562914,0.02264151,0.037727,0.02112745,0.026104,0.03647006,0.118667,0.01790541,0.02232955,0.0704607,0.03721489,0.07,0.018308,0.04794521,0.04619718,0.05251142,0.02687718,0.01882353,0.25,0.07046527,0.03568627,0.05614568,0.04314721,0.08755615,0.007674,0.11866667,0.02945736,-0.0466867,0.01071429,0.04660057,0.05761001,0.0703125,0.03732374,0.028682,0.042330383,0.02312139,0.08035714,-0.01232,
-0.0876,,-0.0743902,,,-0.019607843,-0.0338983,-0.03018,-0.0397727,0.01154833,0.03905579,0.05511811,-0.018993413,-0.0107565,0.009198,0.05367001,-0.02619,-0.0269331,-0.07628,0.00680385,-0.012487,-0.0265823,-0.0087963,-0.004846,0.012237,0.00653595,-0.0280022,0.05206074,-0.0199531,-0.0184758,-0.18519,-0.0061417,-0.0049224,-0.1020115,-0.0231144,0.02898551,-0.01181,-0.0762813,-0.0210843,-0.0473934,0.00706714,-0.0188117,-0.0098568,-0.071002,0.01228951,-0.04559,-0.01797085,0.05084746,-0.0900826,-0.01232,
0.15738711,,-0.1067194,,,0.0024,0.02339181,0.087093,0.02564103,0.03171247,0.01445684,-0.0298507,0.061277705,-0.0003171,0.043403,-0.0113445,-0.00106,0.03647321,0.112903,0.04203066,0.0118019,0.04941482,0.02965904,0.02782609,0.008955,0.02597403,0.0365928,0.10515464,0.01784431,0.00647059,0,0.08461417,0.01141553,0.116,0.03362391,0.04929577,0.028025,0.11290323,0.06923077,-0.0464345,0.02105263,0.04137931,0.02902651,0.06714286,0.04466977,0.040189,0.038904899,0.15591398,-0.0081744,-0.01232,
0.0030303,,-0.0368732,,,0.021149242,0.00028571,0.021392,0.01586538,0.01229508,0.03990228,-0.1192308,-0.025798526,0.00375,-0.00166,0.01843318,0.107586,-0.0084852,0.011594,0.00917431,0.0435326,0.01239157,0.00294851,0.0536379,-0.00355,0.02278481,-0.0059058,0.10447761,0.01070714,-0.0052601,0.204545,0.02556611,-0.0026336,0.02867384,0.02162651,0.00738255,-0.00041,0.0115942,0.00143885,-0.0469565,0.04639175,0.01807947,0.01313646,0.01383311,-0.0112802,0.017155,0.006934813,-0.0465116,0.10805861,-0.01232,
-0.0245468,,0.05359877,,,0.00805002,0.01542416,0.02038,0.02224326,0.04453441,-0.0172279,0.00174672,0.004287516,0.01485103,0.016667,0.03180995,-0.00349,0.01911381,0.058453,0.06253918,0.02774451,0.02325581,0.00995025,-0.0348482,-0.02939,0.03917079,0.00268817,-0.0472973,0.01513388,0.00587544,-0.15094,-0.0049858,0.01810637,0.03554007,0.02010732,0.04996669,-0.00099,0.05845272,0.07758621,-0.0474453,0.00821018,0.02771092,0.01537843,0.02772887,0.01618466,-0.00731,0.019283747,-0.0439024,-0.0198347,-0.01232,
-0.0704607,,-0.1206395,,,0.007132889,0.01125176,-0.0262,0.02777778,-0.0352713,0.02788845,-0.016565,-0.005775992,-0.0080586,-0.01598,-0.0179362,0.010471,0.00170503,-0.01083,0.10576781,0.01394446,0.01435407,0.00223914,-0.0016639,0.003212,0.00714583,0.00579088,-0.1347518,-0.0183486,0.01623832,-0.01111,-0.0290623,-0.0018525,0.04172275,0.00289017,0.00253807,0.021261,-0.0108284,-0.0413333,-0.045977,-0.0228013,0.01525413,-0.0011879,-0.0004283,0.00574413,-0.00376,0.006891892,-0.1071429,-0.0750422,-0.01232,
-0.0412328,,0.11157025,,,-0.037721324,-0.0518776,-0.04873,-0.0405405,0.01004419,0.02170543,-0.0567376,-0.04009851,-0.0657312,-0.02874,-0.0622488,-0.07897,-0.0238298,-0.00383,-0.1462113,-0.0250536,-0.0306604,-0.0147453,0.00833333,-0.0029,-0.0893987,-0.0375573,0.05122951,-0.028271,-0.0287849,0.011236,-0.0032439,-0.0237565,0.00129199,0.00587896,-0.0303797,-0.032,-0.0038314,0.00556328,0.05421687,-0.0066667,-0.0810474,-0.0549058,-0.0432734,-0.0172767,-0.02279,-0.036706482,0.02285714,-0.1048314,-0.01232,
0.05560382,,0.11524164,,,0.0248,0.00396069,0.012632,0.01502347,-0.025358,0.0091047,-0.0108083,0.031511085,0.02332016,0.09048,0.0952381,0.033321,-0.0231909,0.005495,-0.0217188,-0.0569745,-0.0170316,0.02698413,0.00677686,0.042202,0.09083826,0.02750159,0.05068226,0.00024044,-0.003977,-0.08889,-0.0147929,0.03726236,0.04516129,0.01994041,-0.0191253,-0.01188,0.00549451,0.04910097,-0.047619,0.02852349,-0.0023745,0.02747483,0.00940439,-0.0135915,0.020849,0.044862417,0.05027933,0.16191446,-0.01232,
0.00411523,,-0.1813333,,,0.059679938,0.02571596,0.082814,0.05272895,0.06315682,-0.0003759,0.04940618,0.011862245,0.01738123,0.007471,0.023,0.057156,0.05328454,-0.11585,0.05366555,0.05666667,0.06806931,0.02517112,0.04087999,-0.03756,0.02315476,0.02016173,0.05194805,0.02163462,0.04432561,-0.0122,0.00660661,-0.0036657,0.05555556,0.0505618,0.13296067,0.045901,-0.115847,0.0151615,0.008,0.01305057,0.08262496,0.02480098,0.06455191,0.00482057,0.005295,0.032002133,0.04787234,-0.0473269,-0.01232,
-0.1172131,,0.02687296,,,0.009245276,0.01638177,0.0032,0.01274165,0.02303263,0.00902595,-0.045722,0.01411824,0.00037965,0.039422,0.00688512,-0.00608,0.00122871,0.025958,-0.0100045,0.02028785,-0.0289687,-0.0135688,-0.0481861,-0.05793,0.00308337,0.00766223,0.05114638,-0.0105882,0.02469276,-0.03333,0.02476134,-0.0029433,0.06432749,0.03636364,0.10190896,0.008097,0.02595797,0.10454545,-0.047619,0.00322061,0.01363065,0.00985958,-0.0043759,0.00879531,0.002257,0.007687835,0.05076142,-0.0469181,-0.01232,
0.02135562,,-0.000793,,,-0.00729927,-0.0007008,0.052632,0.02689805,0.03555347,0.00745434,-0.0341556,0.002548167,-0.0153321,-0.02366,0.00354565,0.006897,-0.0097753,-0.02048,0.03307304,-0.0326383,0.03102625,0.01331878,0.02725992,-0.01553,0.03004292,-0.0114846,0.05201342,-0.0095125,-0.038312,0,-0.0167394,0.00332103,0.04340659,-0.0216718,-0.0654051,-0.02932,-0.0204819,0.03233392,0,-0.0048154,-0.0044618,-0.0230769,-0.0041859,-0.0060766,-0.01592,-0.012693935,0.04830918,-0.0472973,-0.01232,
0.01863636,,-0.0230159,,,0.001470588,-0.0224404,0.03753,-0.0392902,0.02654226,0.02478727,0.12966601,-0.001859773,0.00246666,0.021538,0.01366982,0.05137,-0.010641,0.04551,0.01704461,0.00779065,0.0162037,-0.0086188,0.0009679,0.002465,0.01238739,0.00066313,0.05103668,-0.0035414,-0.0125866,0.072797,0.02072539,-0.0132402,-0.0020537,0.01587553,-0.017795,0.009102,0.04551046,0.07630979,0.04166667,0.01290323,0.03099907,0.00666263,0.06221101,0.00874535,0.045163,-0.012987013,0.05069124,-0.047619,-0.01232,
-0.0169567,,0.01462226,,,0.004772394,0.02725968,0.042686,-0.0422164,-0.0045535,-0.0252708,-0.0952174,-0.013104776,0.01691657,0.020331,-0.0086722,0.028339,-0.0004751,0.025882,0.01457301,0.00792864,0.00911162,0.01782221,0.05882353,-0.03181,-0.0043382,0.02849569,0.05159332,0.02138425,-0.0003508,-0.04762,-0.031182,0.00074543,-0.0026912,-0.0239344,0.09714883,0.01271,0.02588235,-0.0253968,0,-0.0031847,0.014309,0.00681909,0.01464187,0.00134391,-0.03934,0.009868421,0.14473684,-0.0489362,-0.01232,
-0.0104403,,0.03202562,,,0.008805261,-0.0083799,0.019048,0.00918274,0.0247509,0.00037037,0.12926478,0.039647577,0.00470699,0.037269,0.00288812,0.000634,-0.0010372,-0.05677,0.01407641,0.01769912,-0.0225734,0.01494768,-0.0525114,0.016088,0.01776338,-0.0014691,0.05194805,0.01993395,0.00666823,0.05,0.02290419,0.01973929,-0.0249735,0.0137234,0.00031756,0.024291,-0.0567661,-0.0635179,0,0.00479233,0.02845238,0.00498008,-0.0113105,0.00263158,-0.00205,0.008403909,-0.0421456,-0.0447427,-0.01232,
0.00412844,,0.05275407,,,0.006845098,0.02799296,-0.02831,-0.0063694,0.00868542,0.00962606,0.05021277,-0.030266344,0.00489191,-0.02561,0.025,0.000285,0.00795985,-0.0304,-0.0113314,0.01932367,-0.017321,-0.0199874,0.00883534,0.006667,-0.01427,0.02307514,0.0521262,0.00612929,-0.009878,-0.02381,0.01097615,0.0036523,-0.0156284,0.00640151,-0.0529101,0.010474,-0.0303951,-0.0637681,0,-0.0111288,-0.0113439,0.00891972,-0.0104536,0.00918635,-0.05284,0.025906066,-0.044,-0.0468384,-0.01232,
0.00045683,,-0.0420044,,,-0.027338129,-0.0306559,-0.06082,-0.0201465,-0.051458,-0.009901,-0.0287682,-0.011423221,-0.0161958,0.004381,-0.017061,-0.05124,-0.0214592,0.007524,-0.034384,-0.0034123,0.02232667,-0.0124517,0.04132166,0.034768,0.00556793,0.00840124,0.05606258,0.01528736,0.00704225,-0.02439,0.01476549,0.03238719,-0.0498897,0.01657977,-0.027933,-0.02445,0.00752351,-0.019195,0.03,-0.011254,-0.0258752,0.00196464,0.00418577,-0.0057217,0.01045,-0.009697733,-0.0460251,0.01474201,-0.01232,
-0.0136986,,-0.0207692,,,-0.016272189,-0.0026148,-0.01355,0.02242991,-0.0208318,-0.0296296,0.01293283,0.012818084,0.01244671,0.043621,0.006628,-0.0527,-0.017807,-0.07281,-0.0681009,-0.0302454,0.05517241,-0.0391304,0.0031348,-0.02352,0.02325581,-0.0345759,0.05925926,0.01301936,0.01620047,-0.05,0.02211127,0.01727177,-0.0195822,-0.0511847,-0.0701724,0.001804,-0.0728065,-0.0473485,0.04466019,0.00162602,-0.0211538,-0.0058824,-0.0079397,-0.0112477,-0.02267,0.002034847,-0.1315789,-0.0338983,-0.01232,
-0.0162037,,-0.0361351,,,-0.037593985,-0.0107702,-0.01679,-0.0493601,0.00465391,0.02290076,-0.0172982,-0.003740648,-0.0092485,0.002786,0.01218107,-0.08451,-0.0271055,0.060403,0.05078809,-0.0329541,0.04901961,-0.0113122,-0.031936,-0.02343,-0.0205628,-0.0167928,-0.044289,-0.0208985,-0.0136484,-0.05263,-0.0266574,-0.01386,-0.0028111,-0.0039459,-0.0228073,0.014609,0.06040268,0.02717031,0,0.00811688,0.03450393,0,-0.0080032,-0.01,-0.01506,0.012818886,0.05050505,-0.047619,-0.01232,
0.01458824,,-0.0203749,,,0.0078125,-0.0043693,-0.03416,0.00288462,-0.0147243,0.00559701,0.00251467,-0.038798498,0.00658369,-0.0059,0.00504147,-0.03846,-0.0085831,-0.01266,-0.030303,-0.0608519,-0.0436137,-0.0139588,0.04716164,0.009564,-0.0024862,0.0087243,-0.0792683,-0.0046798,0.02546512,-0.01389,-0.0249498,-0.0091356,-0.064095,-0.0188311,-0.0638836,-0.02801,-0.0126582,-0.0290323,0.00371747,-0.0193237,-0.0294362,-0.0136095,-0.014522,-0.0222329,0.062479,-0.022556391,0.04807692,-0.0907895,-0.01232,
-0.033859,,-0.0099834,,,-0.045503876,-0.0172662,0,-0.075743,-0.0261012,0.05602968,-0.0526756,-0.025716146,0.01408026,-0.00978,-0.0273463,0.056,0.03189815,-0.08974,-0.0467188,0.087473,-0.0770901,-0.0174054,-0.0091729,0.012465,-0.0298532,0.00258682,-0.0145695,-0.0240826,-0.0242658,-0.01408,-0.0020588,-0.0464539,0.04552949,-0.0074115,0.04864865,0.04095,-0.0897436,-0.0498339,0,-0.0114943,-0.0045249,-0.0363927,-0.035612,0.0221372,-0.05725,0.023012821,0.05045872,-0.1678726,-0.01232,
-0.012482,,0.05882353,,,-0.012101031,0.00732064,0.016736,-0.0471992,0.00766284,0.00316233,0.05030891,-0.002806549,-0.0237918,-0.08257,0.02312427,-0.01515,0.00408273,-0.01408,-0.0099984,0.09136048,-0.0435294,0.0014171,-0.0028836,-0.04399,-0.0408769,-0.0097211,-0.0456989,0.00364277,-0.064846,-0.17143,-0.0568818,-0.0327259,0.05773896,0.0085813,0.01030928,0.027331,-0.0140845,0.02167832,-0.0277778,-0.0348837,-0.034398,-0.0184686,-0.0405348,0.00828877,-0.00652,-0.051319005,0.05240175,0.00347826,-0.01232,
0.06660185,,0.05555556,,,0.029225584,0.07093023,0.049952,0.00816549,0.01749049,-0.0056042,-0.0546218,0.027943443,0.02814166,0.095,0.05760163,0.029269,0.04200179,0.071429,0.02649007,0.1133758,0.04551046,0.02382075,0.03348554,0.056147,0.10119048,0.02850225,-0.0464789,0.02382625,0.01888903,0.103448,0.08125,0.01960784,0.14096904,0.06403315,0.09821429,0.036015,0.07142857,0.08829569,0.05142857,0.03958692,0.11323155,0.05813953,0.07100199,0.01856272,0.049747,0.039233818,0.04979253,-0.0034662,-0.01232,
0.03281677,,0.02857143,,,0.003594393,0.00570033,0.02259,0.03239741,0.06315396,-0.0017612,0.02933333,0.026075619,0.0055928,0.05339,0.02686705,0.076193,0.0051458,0.033333,-0.0080645,0.03873815,0.03058824,0.00437687,-0.0051546,0.038368,-0.0010811,0.01330604,-0.0472674,0.00291612,-0.0220759,-0.23438,0.03179191,0.01319759,0.01766465,0.03328314,0.06852497,-0.02879,0.03333333,0.03144654,0,-0.0049669,-0.0091429,0.02057942,0.01425031,-0.0070294,0.006566,0.023261726,0.0513834,-0.0173913,-0.01232,
0.01456311,,-0.0299708,,,0.014485256,0.02766532,0.045655,0.00366109,0.00240773,0.02787579,0.03799655,-0.000762389,0.00036832,0.027009,-0.0230573,-0.03106,0.02807167,0.032258,-0.001626,0.01494886,0.02739726,0.01077982,0.01554404,-0.01425,-0.1178571,0.02272727,-0.0713178,0.02383124,-0.0012472,-0.11837,0.00280112,-0.0059546,0.01135802,0.01507538,0.0226087,0.008298,0.03225806,-0.0304878,0,0.02828619,0.01839677,0.01947925,0.01812258,0.02648138,0.009196,0.023291925,0.04887218,0.02123894,-0.01232,
-0.0408873,,0.0331575,,,-0.011493351,0.03742613,0.01369,-0.0359562,0.00846819,-0.0291795,-0.0557404,-0.014496439,0.00920471,-0.03896,0.02685824,-0.03137,0.01240767,0,-0.0071661,0.00930233,0,-0.0034037,0.02478134,-0.04638,-0.0158263,-0.0009877,-0.1118531,0.00529012,-0.0114885,0.074074,-0.0019553,0.00561587,-0.0039063,0.03475248,0.09906463,-0.00191,0,0.00503145,-0.0471014,0.00323625,-0.0044736,-0.0199712,-0.0454,0.02630907,-0.00312,-0.033687405,0.07168459,-0.0329289,-0.01232,
0.05306122,,-0.0029176,,,0.027539683,0.00278481,0.016506,0.0172973,0.02746871,-0.0053041,0.05903084,0.04516129,0.04159066,0.00473,0.00567143,0.06343,0.03701275,0.05625,0.04330709,0.03456221,-0.0355556,0.02413479,-0.0014225,0.052632,0.10284218,0.0257044,0.05075188,0.00371129,0.04282466,0.18319,0.0495382,0.01935964,0.01372549,0.05731509,-0.0039652,0.019414,0.05625,0.03316646,0.03041825,0.02419355,0.04778157,0.034976,0.04839723,0.0068442,0.026797,0.036432161,0.12374582,0.03763441,-0.01232,
0.02411714,,-0.0307242,,,-0.018421256,-0.0113608,0.008734,-0.010627,0.01015228,-0.0145752,-0.0108153,-0.026049383,-0.0192644,-0.04102,-0.031388,-0.02764,0.00869565,-0.07396,0.00235849,0.00445434,-0.0518433,-0.0106714,-0.0327635,-0.04035,-0.005143,-0.0144578,0.15921288,-0.0177704,-0.0186554,-0.00911,-0.008,-0.0153397,-0.0049081,0.01819005,-0.0824352,-0.00662,-0.0739645,-0.0642035,-0.0461255,-0.007874,-0.070684,-0.0266944,-0.0169864,-0.0117414,-0.00023,0.006060606,-0.1369048,-0.0310881,-0.01232,
-0.0285955,,0.13962264,,,0.032065153,-0.0043412,-0.0073,0.0075188,-0.0184255,0.04365079,0.04751892,-0.001140829,0.01119643,-0.04839,0.01535987,-0.00358,0.04083072,-0.00958,-0.0243137,-0.0066519,-0.0060753,0.00629213,-0.0191458,0.018961,-0.0093734,-0.0141809,-0.0462963,0.00516912,-0.0124676,-0.02757,0.03736559,-0.0022255,0.00102048,-0.0920363,-0.026455,0.010363,-0.0095847,-0.0809061,0.05222437,-0.0031746,0.01647389,-0.0081696,-0.0081317,-0.0295148,0.00761,0.009578313,0.05172414,-0.0017825,-0.01232,
